"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","success","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","view_history","question_order","phase","trial_name","trial_num","key_selected","person_selected","first_product","reward1","second_product","reward2","left_person","right_person","prob_product1","prob_product2","prob_product3","prob_product4","prob_product5","counterbalance"
"html-keyboard-response","13","426591","0.0-7.0-5.0","662f798279ec5f7604eaaaa0","","","","","","null","<img class=right_person src='images/persons/person5.jpg'><img class=product src='images/products/printer.jpg'><div class=""fixation"">+</div>","null","","","practice","show_product2","0","","","","","4","","","","","","","","",""
"html-keyboard-response","14","427601","0.0-7.0-6.0","662f798279ec5f7604eaaaa0","","","","","","null","<img class=right_person src='images/persons/person5.jpg'><img class=reward src='images/zero_coins.png'><img class=product src='images/products/printer.jpg'>","null","","","practice","show_reward2","0","1","4","0","1","4","0","","","","","","","",""
"html-keyboard-response","15","429767","0.0-7.0-0.1","662f798279ec5f7604eaaaa0","","","","","","2008","<img class=left_person src='images/persons/person3.jpg'><img class=right_person src='images/persons/person2.jpg'><div class=""fixation"">+</div>","s","","","practice","choice","1","","","","","","","","","","","","","",""
"html-keyboard-response","16","430525","0.0-7.0-1.1","662f798279ec5f7604eaaaa0","","","","","","null","<img class=left_person src='images/persons/person3.jpg'><div class=""fixation"">+</div>","null","","","practice","show_choice","1","0","2","","","","","","","","","","","",""
"html-keyboard-response","17","431289","0.0-7.0-2.1","662f798279ec5f7604eaaaa0","","","","","","null","<img class=left_person src='images/persons/person3.jpg'><img class=product src='images/products/cake.jpg'><div class=""fixation"">+</div>","null","","","practice","show_product1","1","","","2","","","","","","","","","","",""
"html-keyboard-response","18","432303","0.0-7.0-3.1","662f798279ec5f7604eaaaa0","","","","","","null","<img class=left_person src='images/persons/person3.jpg'><img class=reward src='images/zero_coins.png'><img class=product src='images/products/cake.jpg'>","null","","","practice","show_reward1","1","","","2","0","","","","","","","","","",""
"html-keyboard-response","19","433065","0.0-7.0-4.1","662f798279ec5f7604eaaaa0","","","","","","null","<img class=left_person src='images/persons/person3.jpg'><div class=""fixation"">+</div>","null","","","practice","show_choice","1","0","2","","","","","","","","","","","",""
"html-keyboard-response","20","433831","0.0-7.0-5.1","662f798279ec5f7604eaaaa0","","","","","","null","<img class=left_person src='images/persons/person3.jpg'><img class=product src='images/products/necklace.jpg'><div class=""fixation"">+</div>","null","","","practice","show_product2","1","","","","","3","","","","","","","","",""
"html-keyboard-response","21","434845","0.0-7.0-6.1","662f798279ec5f7604eaaaa0","","","","","","null","<img class=left_person src='images/persons/person3.jpg'><img class=reward src='images/one_coin.png'><img class=product src='images/products/necklace.jpg'>","null","","","practice","show_reward2","1","0","2","2","0","3","1","","","","","","","",""
"html-keyboard-response","22","437900","0.0-7.0-0.2","662f798279ec5f7604eaaaa0","","","","","","2898","<img class=left_person src='images/persons/person3.jpg'><img class=right_person src='images/persons/person4.jpg'><div class=""fixation"">+</div>","k","","","practice","choice","2","","","","","","","","","","","","","",""
"html-keyboard-response","23","438662","0.0-7.0-1.2","662f798279ec5f7604eaaaa0","","","","","","null","<img class=right_person src='images/persons/person4.jpg'><div class=""fixation"">+</div>","null","","","practice","show_choice","2","1","3","","","","","","","","","","","",""
"html-keyboard-response","24","439428","0.0-7.0-2.2","662f798279ec5f7604eaaaa0","","","","","","null","<img class=right_person src='images/persons/person4.jpg'><img class=product src='images/products/necklace.jpg'><div class=""fixation"">+</div>","null","","","practice","show_product1","2","","","3","","","","","","","","","","",""
"html-keyboard-response","25","440444","0.0-7.0-3.2","662f798279ec5f7604eaaaa0","","","","","","null","<img class=right_person src='images/persons/person4.jpg'><img class=reward src='images/one_coin.png'><img class=product src='images/products/necklace.jpg'>","null","","","practice","show_reward1","2","","","3","1","","","","","","","","","",""
"html-keyboard-response","26","441205","0.0-7.0-4.2","662f798279ec5f7604eaaaa0","","","","","","null","<img class=right_person src='images/persons/person4.jpg'><div class=""fixation"">+</div>","null","","","practice","show_choice","2","1","3","","","","","","","","","","","",""
"html-keyboard-response","27","441970","0.0-7.0-5.2","662f798279ec5f7604eaaaa0","","","","","","null","<img class=right_person src='images/persons/person4.jpg'><img class=product src='images/products/printer.jpg'><div class=""fixation"">+</div>","null","","","practice","show_product2","2","","","","","4","","","","","","","","",""
"html-keyboard-response","28","442984","0.0-7.0-6.2","662f798279ec5f7604eaaaa0","","","","","","null","<img class=right_person src='images/persons/person4.jpg'><img class=reward src='images/zero_coins.png'><img class=product src='images/products/printer.jpg'>","null","","","practice","show_reward2","2","1","3","3","1","4","0","","","","","","","",""
"html-keyboard-response","29","445467","0.0-7.0-0.3","662f798279ec5f7604eaaaa0","","","","","","2325","<img class=left_person src='images/persons/person2.jpg'><img class=right_person src='images/persons/person3.jpg'><div class=""fixation"">+</div>","k","","","practice","choice","3","","","","","","","","","","","","","",""
"html-keyboard-response","30","446231","0.0-7.0-1.3","662f798279ec5f7604eaaaa0","","","","","","null","<img class=right_person src='images/persons/person3.jpg'><div class=""fixation"">+</div>","null","","","practice","show_choice","3","1","2","","","","","","","","","","","",""
"html-keyboard-response","31","446998","0.0-7.0-2.3","662f798279ec5f7604eaaaa0","","","","","","null","<img class=right_person src='images/persons/person3.jpg'><img class=product src='images/products/necklace.jpg'><div class=""fixation"">+</div>","null","","","practice","show_product1","3","","","3","","","","","","","","","","",""
"html-keyboard-response","32","448008","0.0-7.0-3.3","662f798279ec5f7604eaaaa0","","","","","","null","<img class=right_person src='images/persons/person3.jpg'><img class=reward src='images/one_coin.png'><img class=product src='images/products/necklace.jpg'>","null","","","practice","show_reward1","3","","","3","1","","","","","","","","","",""
"html-keyboard-response","33","448772","0.0-7.0-4.3","662f798279ec5f7604eaaaa0","","","","","","null","<img class=right_person src='images/persons/person3.jpg'><div class=""fixation"">+</div>","null","","","practice","show_choice","3","1","2","","","","","","","","","","","",""
"html-keyboard-response","34","449534","0.0-7.0-5.3","662f798279ec5f7604eaaaa0","","","","","","null","<img class=right_person src='images/persons/person3.jpg'><img class=product src='images/products/cake.jpg'><div class=""fixation"">+</div>","null","","","practice","show_product2","3","","","","","2","","","","","","","","",""
"html-keyboard-response","35","450546","0.0-7.0-6.3","662f798279ec5f7604eaaaa0","","","","","","null","<img class=right_person src='images/persons/person3.jpg'><img class=reward src='images/zero_coins.png'><img class=product src='images/products/cake.jpg'>","null","","","practice","show_reward2","3","1","2","3","1","2","0","","","","","","","",""
"html-keyboard-response","36","454969","0.0-7.0-0.4","662f798279ec5f7604eaaaa0","","","","","","4266","<img class=left_person src='images/persons/person3.jpg'><img class=right_person src='images/persons/person4.jpg'><div class=""fixation"">+</div>","k","","","practice","choice","4","","","","","","","","","","","","","",""
"html-keyboard-response","37","455734","0.0-7.0-1.4","662f798279ec5f7604eaaaa0","","","","","","null","<img class=right_person src='images/persons/person4.jpg'><div class=""fixation"">+</div>","null","","","practice","show_choice","4","1","3","","","","","","","","","","","",""
"html-keyboard-response","38","456501","0.0-7.0-2.4","662f798279ec5f7604eaaaa0","","","","","","null","<img class=right_person src='images/persons/person4.jpg'><img class=product src='images/products/necklace.jpg'><div class=""fixation"">+</div>","null","","","practice","show_product1","4","","","3","","","","","","","","","","",""
"html-keyboard-response","39","457513","0.0-7.0-3.4","662f798279ec5f7604eaaaa0","","","","","","null","<img class=right_person src='images/persons/person4.jpg'><img class=reward src='images/zero_coins.png'><img class=product src='images/products/necklace.jpg'>","null","","","practice","show_reward1","4","","","3","0","","","","","","","","","",""
"html-keyboard-response","40","458277","0.0-7.0-4.4","662f798279ec5f7604eaaaa0","","","","","","null","<img class=right_person src='images/persons/person4.jpg'><div class=""fixation"">+</div>","null","","","practice","show_choice","4","1","3","","","","","","","","","","","",""
"html-keyboard-response","41","459042","0.0-7.0-5.4","662f798279ec5f7604eaaaa0","","","","","","null","<img class=right_person src='images/persons/person4.jpg'><img class=product src='images/products/printer.jpg'><div class=""fixation"">+</div>","null","","","practice","show_product2","4","","","","","4","","","","","","","","",""
"html-keyboard-response","42","460053","0.0-7.0-6.4","662f798279ec5f7604eaaaa0","","","","","","null","<img class=right_person src='images/persons/person4.jpg'><img class=reward src='images/one_coin.png'><img class=product src='images/products/printer.jpg'>","null","","","practice","show_reward2","4","1","3","3","0","4","1","","","","","","","",""
"html-keyboard-response","43","464423","0.0-7.0-0.5","662f798279ec5f7604eaaaa0","","","","","","4213","<img class=left_person src='images/persons/person3.jpg'><img class=right_person src='images/persons/person4.jpg'><div class=""fixation"">+</div>","s","","","practice","choice","5","","","","","","","","","","","","","",""
"html-keyboard-response","44","465182","0.0-7.0-1.5","662f798279ec5f7604eaaaa0","","","","","","null","<img class=left_person src='images/persons/person3.jpg'><div class=""fixation"">+</div>","null","","","practice","show_choice","5","0","2","","","","","","","","","","","",""
"html-keyboard-response","45","465944","0.0-7.0-2.5","662f798279ec5f7604eaaaa0","","","","","","null","<img class=left_person src='images/persons/person3.jpg'><img class=product src='images/products/cake.jpg'><div class=""fixation"">+</div>","null","","","practice","show_product1","5","","","2","","","","","","","","","","",""
"html-keyboard-response","46","466953","0.0-7.0-3.5","662f798279ec5f7604eaaaa0","","","","","","null","<img class=left_person src='images/persons/person3.jpg'><img class=reward src='images/one_coin.png'><img class=product src='images/products/cake.jpg'>","null","","","practice","show_reward1","5","","","2","1","","","","","","","","","",""
"html-keyboard-response","47","467719","0.0-7.0-4.5","662f798279ec5f7604eaaaa0","","","","","","null","<img class=left_person src='images/persons/person3.jpg'><div class=""fixation"">+</div>","null","","","practice","show_choice","5","0","2","","","","","","","","","","","",""
"html-keyboard-response","48","468481","0.0-7.0-5.5","662f798279ec5f7604eaaaa0","","","","","","null","<img class=left_person src='images/persons/person3.jpg'><img class=product src='images/products/necklace.jpg'><div class=""fixation"">+</div>","null","","","practice","show_product2","5","","","","","3","","","","","","","","",""
"html-keyboard-response","49","469484","0.0-7.0-6.5","662f798279ec5f7604eaaaa0","","","","","","null","<img class=left_person src='images/persons/person3.jpg'><img class=reward src='images/zero_coins.png'><img class=product src='images/products/necklace.jpg'>","null","","","practice","show_reward2","5","0","2","2","1","3","0","","","","","","","",""
"html-keyboard-response","50","472916","0.0-7.0-0.6","662f798279ec5f7604eaaaa0","","","","","","3276","<img class=left_person src='images/persons/person3.jpg'><img class=right_person src='images/persons/person2.jpg'><div class=""fixation"">+</div>","k","","","practice","choice","6","","","","","","","","","","","","","",""
"html-keyboard-response","51","473681","0.0-7.0-1.6","662f798279ec5f7604eaaaa0","","","","","","null","<img class=right_person src='images/persons/person2.jpg'><div class=""fixation"">+</div>","null","","","practice","show_choice","6","1","1","","","","","","","","","","","",""
"html-keyboard-response","52","474446","0.0-7.0-2.6","662f798279ec5f7604eaaaa0","","","","","","null","<img class=right_person src='images/persons/person2.jpg'><img class=product src='images/products/book.jpg'><div class=""fixation"">+</div>","null","","","practice","show_product1","6","","","1","","","","","","","","","","",""
"html-keyboard-response","53","475457","0.0-7.0-3.6","662f798279ec5f7604eaaaa0","","","","","","null","<img class=right_person src='images/persons/person2.jpg'><img class=reward src='images/one_coin.png'><img class=product src='images/products/book.jpg'>","null","","","practice","show_reward1","6","","","1","1","","","","","","","","","",""
"html-keyboard-response","54","476222","0.0-7.0-4.6","662f798279ec5f7604eaaaa0","","","","","","null","<img class=right_person src='images/persons/person2.jpg'><div class=""fixation"">+</div>","null","","","practice","show_choice","6","1","1","","","","","","","","","","","",""
"html-keyboard-response","55","476989","0.0-7.0-5.6","662f798279ec5f7604eaaaa0","","","","","","null","<img class=right_person src='images/persons/person2.jpg'><img class=product src='images/products/cake.jpg'><div class=""fixation"">+</div>","null","","","practice","show_product2","6","","","","","2","","","","","","","","",""
"html-keyboard-response","56","478004","0.0-7.0-6.6","662f798279ec5f7604eaaaa0","","","","","","null","<img class=right_person src='images/persons/person2.jpg'><img class=reward src='images/zero_coins.png'><img class=product src='images/products/cake.jpg'>","null","","","practice","show_reward2","6","1","1","1","1","2","0","","","","","","","",""
"html-keyboard-response","57","483896","0.0-7.0-0.7","662f798279ec5f7604eaaaa0","","","","","","5735","<img class=left_person src='images/persons/person4.jpg'><img class=right_person src='images/persons/person5.jpg'><div class=""fixation"">+</div>","s","","","practice","choice","7","","","","","","","","","","","","","",""
"html-keyboard-response","58","484653","0.0-7.0-1.7","662f798279ec5f7604eaaaa0","","","","","","null","<img class=left_person src='images/persons/person4.jpg'><div class=""fixation"">+</div>","null","","","practice","show_choice","7","0","3","","","","","","","","","","","",""
"html-keyboard-response","59","485419","0.0-7.0-2.7","662f798279ec5f7604eaaaa0","","","","","","null","<img class=left_person src='images/persons/person4.jpg'><img class=product src='images/products/printer.jpg'><div class=""fixation"">+</div>","null","","","practice","show_product1","7","","","4","","","","","","","","","","",""
"html-keyboard-response","60","486426","0.0-7.0-3.7","662f798279ec5f7604eaaaa0","","","","","","null","<img class=left_person src='images/persons/person4.jpg'><img class=reward src='images/one_coin.png'><img class=product src='images/products/printer.jpg'>","null","","","practice","show_reward1","7","","","4","1","","","","","","","","","",""
"html-keyboard-response","61","487190","0.0-7.0-4.7","662f798279ec5f7604eaaaa0","","","","","","null","<img class=left_person src='images/persons/person4.jpg'><div class=""fixation"">+</div>","null","","","practice","show_choice","7","0","3","","","","","","","","","","","",""
"html-keyboard-response","62","487954","0.0-7.0-5.7","662f798279ec5f7604eaaaa0","","","","","","null","<img class=left_person src='images/persons/person4.jpg'><img class=product src='images/products/necklace.jpg'><div class=""fixation"">+</div>","null","","","practice","show_product2","7","","","","","3","","","","","","","","",""
"html-keyboard-response","63","488967","0.0-7.0-6.7","662f798279ec5f7604eaaaa0","","","","","","null","<img class=left_person src='images/persons/person4.jpg'><img class=reward src='images/one_coin.png'><img class=product src='images/products/necklace.jpg'>","null","","","practice","show_reward2","7","0","3","4","1","3","1","","","","","","","",""
"html-keyboard-response","64","493361","0.0-7.0-0.8","662f798279ec5f7604eaaaa0","","","","","","4238","<img class=left_person src='images/persons/person3.jpg'><img class=right_person src='images/persons/person2.jpg'><div class=""fixation"">+</div>","s","","","practice","choice","8","","","","","","","","","","","","","",""
"html-keyboard-response","65","494118","0.0-7.0-1.8","662f798279ec5f7604eaaaa0","","","","","","null","<img class=left_person src='images/persons/person3.jpg'><div class=""fixation"">+</div>","null","","","practice","show_choice","8","0","2","","","","","","","","","","","",""
"html-keyboard-response","66","494882","0.0-7.0-2.8","662f798279ec5f7604eaaaa0","","","","","","null","<img class=left_person src='images/persons/person3.jpg'><img class=product src='images/products/necklace.jpg'><div class=""fixation"">+</div>","null","","","practice","show_product1","8","","","3","","","","","","","","","","",""
"html-keyboard-response","67","495899","0.0-7.0-3.8","662f798279ec5f7604eaaaa0","","","","","","null","<img class=left_person src='images/persons/person3.jpg'><img class=reward src='images/one_coin.png'><img class=product src='images/products/necklace.jpg'>","null","","","practice","show_reward1","8","","","3","1","","","","","","","","","",""
"html-keyboard-response","68","496660","0.0-7.0-4.8","662f798279ec5f7604eaaaa0","","","","","","null","<img class=left_person src='images/persons/person3.jpg'><div class=""fixation"">+</div>","null","","","practice","show_choice","8","0","2","","","","","","","","","","","",""
"html-keyboard-response","69","497424","0.0-7.0-5.8","662f798279ec5f7604eaaaa0","","","","","","null","<img class=left_person src='images/persons/person3.jpg'><img class=product src='images/products/cake.jpg'><div class=""fixation"">+</div>","null","","","practice","show_product2","8","","","","","2","","","","","","","","",""
"html-keyboard-response","70","498439","0.0-7.0-6.8","662f798279ec5f7604eaaaa0","","","","","","null","<img class=left_person src='images/persons/person3.jpg'><img class=reward src='images/zero_coins.png'><img class=product src='images/products/cake.jpg'>","null","","","practice","show_reward2","8","0","2","3","1","2","0","","","","","","","",""
"html-keyboard-response","71","503226","0.0-7.0-0.9","662f798279ec5f7604eaaaa0","","","","","","4628","<img class=left_person src='images/persons/person1.jpg'><img class=right_person src='images/persons/person5.jpg'><div class=""fixation"">+</div>","k","","","practice","choice","9","","","","","","","","","","","","","",""
"html-keyboard-response","72","503982","0.0-7.0-1.9","662f798279ec5f7604eaaaa0","","","","","","null","<img class=right_person src='images/persons/person5.jpg'><div class=""fixation"">+</div>","null","","","practice","show_choice","9","1","4","","","","","","","","","","","",""
"html-keyboard-response","73","504749","0.0-7.0-2.9","662f798279ec5f7604eaaaa0","","","","","","null","<img class=right_person src='images/persons/person5.jpg'><img class=product src='images/products/printer.jpg'><div class=""fixation"">+</div>","null","","","practice","show_product1","9","","","4","","","","","","","","","","",""
"html-keyboard-response","74","505762","0.0-7.0-3.9","662f798279ec5f7604eaaaa0","","","","","","null","<img class=right_person src='images/persons/person5.jpg'><img class=reward src='images/one_coin.png'><img class=product src='images/products/printer.jpg'>","null","","","practice","show_reward1","9","","","4","1","","","","","","","","","",""
"html-keyboard-response","75","506523","0.0-7.0-4.9","662f798279ec5f7604eaaaa0","","","","","","null","<img class=right_person src='images/persons/person5.jpg'><div class=""fixation"">+</div>","null","","","practice","show_choice","9","1","4","","","","","","","","","","","",""
"html-keyboard-response","76","507288","0.0-7.0-5.9","662f798279ec5f7604eaaaa0","","","","","","null","<img class=right_person src='images/persons/person5.jpg'><img class=product src='images/products/bicycle.jpg'><div class=""fixation"">+</div>","null","","","practice","show_product2","9","","","","","0","","","","","","","","",""
"html-keyboard-response","77","508305","0.0-7.0-6.9","662f798279ec5f7604eaaaa0","","","","","","null","<img class=right_person src='images/persons/person5.jpg'><img class=reward src='images/zero_coins.png'><img class=product src='images/products/bicycle.jpg'>","null","","","practice","show_reward2","9","1","4","4","1","0","0","","","","","","","",""
"html-keyboard-response","78","512624","0.0-8.0","662f798279ec5f7604eaaaa0","","","","","","4162","<div> Good job! Practice completed. <br> <br> We will now move on to the real game. Do your best to win as much reward as you can. Good luck!<br><br> <b>Press any key to continue.</b></div>"," ","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","79","539295","0.0-9.0-0.0","662f798279ec5f7604eaaaa0","","","","","","25653","<p><u>We will now start period number<b> 1 out of 4</b> of your business</u></p>Each period will include 50 days after which you will have a short break and then continue from the exact same point. <br> <br><p style=""text-align: left"">Use the LEFT or RIGHT response keys (""s"" or ""k"", in correspondence) to make your selection. <br> Please do your best to win as many coins as possible!<br> </p><p style=""text-align: left""><b>Remember that:</b> <br> 1) The demand for each product is specific to that product alone <br> 2) The demand for each product may gradually change over time </p><p> <b> <u>Please note that participants who engage with the task and pay close attention earn a much higher bonus than participants who respond randomly</u> </b> </p><p><b>Press SPACE to start</b></p>"," ","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","80","543241","0.0-9.0-1.0-0.0","662f798279ec5f7604eaaaa0","","","","","","2935","<img class=left_person src='images/persons/person4.jpg'><img class=right_person src='images/persons/person3.jpg'><div class=""fixation"">+</div>","k","","","exp","choice","0","","","","","","","","","","","","","",""
"html-keyboard-response","81","543998","0.0-9.0-1.0-1.0","662f798279ec5f7604eaaaa0","","","","","","null","<img class=right_person src='images/persons/person3.jpg'><div class=""fixation"">+</div>","null","","","exp","show_choice","0","1","2","","","","","","","","","","","",""
"html-keyboard-response","82","544763","0.0-9.0-1.0-2.0","662f798279ec5f7604eaaaa0","","","","","","null","<img class=right_person src='images/persons/person3.jpg'><img class=product src='images/products/cake.jpg'><div class=""fixation"">+</div>","null","","","exp","show_product1","0","","","2","","","","","","","","","","",""
"html-keyboard-response","83","545769","0.0-9.0-1.0-3.0","662f798279ec5f7604eaaaa0","","","","","","null","<img class=right_person src='images/persons/person3.jpg'><img class=reward src='images/zero_coins.png'><img class=product src='images/products/cake.jpg'>","null","","","exp","show_reward1","0","","","2","0","","","","","","","","","",""
"html-keyboard-response","84","546524","0.0-9.0-1.0-4.0","662f798279ec5f7604eaaaa0","","","","","","null","<img class=right_person src='images/persons/person3.jpg'><div class=""fixation"">+</div>","null","","","exp","show_choice","0","1","2","","","","","","","","","","","",""
"html-keyboard-response","85","547290","0.0-9.0-1.0-5.0","662f798279ec5f7604eaaaa0","","","","","","null","<img class=right_person src='images/persons/person3.jpg'><img class=product src='images/products/necklace.jpg'><div class=""fixation"">+</div>","null","","","exp","show_product2","0","","","2","","","","","","","","","","",""
"html-keyboard-response","86","548301","0.0-9.0-1.0-6.0","662f798279ec5f7604eaaaa0","","","","","","null","<img class=right_person src='images/persons/person3.jpg'><img class=reward src='images/one_coin.png'><img class=product src='images/products/necklace.jpg'>","null","","","exp","show_reward2","0","1","2","2","0","3","1","3","2","0.406507461029105","0.55041249524802","0.233712394046597","0.720539982244372","0.576851323992014","0"
"html-keyboard-response","87","551049","0.0-9.0-1.0-0.1","662f798279ec5f7604eaaaa0","","","","","","2591","<img class=left_person src='images/persons/person4.jpg'><img class=right_person src='images/persons/person3.jpg'><div class=""fixation"">+</div>","s","","","exp","choice","1","","","","","","","","","","","","","",""
"html-keyboard-response","88","551802","0.0-9.0-1.0-1.1","662f798279ec5f7604eaaaa0","","","","","","null","<img class=left_person src='images/persons/person4.jpg'><div class=""fixation"">+</div>","null","","","exp","show_choice","1","0","3","","","","","","","","","","","",""
"html-keyboard-response","89","552564","0.0-9.0-1.0-2.1","662f798279ec5f7604eaaaa0","","","","","","null","<img class=left_person src='images/persons/person4.jpg'><img class=product src='images/products/printer.jpg'><div class=""fixation"">+</div>","null","","","exp","show_product1","1","","","4","","","","","","","","","","",""
"html-keyboard-response","90","553581","0.0-9.0-1.0-3.1","662f798279ec5f7604eaaaa0","","","","","","null","<img class=left_person src='images/persons/person4.jpg'><img class=reward src='images/zero_coins.png'><img class=product src='images/products/printer.jpg'>","null","","","exp","show_reward1","1","","","4","0","","","","","","","","","",""
"html-keyboard-response","91","554342","0.0-9.0-1.0-4.1","662f798279ec5f7604eaaaa0","","","","","","null","<img class=left_person src='images/persons/person4.jpg'><div class=""fixation"">+</div>","null","","","exp","show_choice","1","0","3","","","","","","","","","","","",""
"html-keyboard-response","92","555104","0.0-9.0-1.0-5.1","662f798279ec5f7604eaaaa0","","","","","","null","<img class=left_person src='images/persons/person4.jpg'><img class=product src='images/products/necklace.jpg'><div class=""fixation"">+</div>","null","","","exp","show_product2","1","","","4","","","","","","","","","","",""
"html-keyboard-response","93","556117","0.0-9.0-1.0-6.1","662f798279ec5f7604eaaaa0","","","","","","null","<img class=left_person src='images/persons/person4.jpg'><img class=reward src='images/one_coin.png'><img class=product src='images/products/necklace.jpg'>","null","","","exp","show_reward2","1","0","3","4","0","3","1","3","2","0.41178953875257","0.575343218095664","0.263553242815869","0.737182030067099","0.599936044086846","0"
"html-keyboard-response","94","558095","0.0-9.0-1.0-0.2","662f798279ec5f7604eaaaa0","","","","","","1820","<img class=left_person src='images/persons/person4.jpg'><img class=right_person src='images/persons/person5.jpg'><div class=""fixation"">+</div>","s","","","exp","choice","2","","","","","","","","","","","","","",""
"html-keyboard-response","95","558861","0.0-9.0-1.0-1.2","662f798279ec5f7604eaaaa0","","","","","","null","<img class=left_person src='images/persons/person4.jpg'><div class=""fixation"">+</div>","null","","","exp","show_choice","2","0","3","","","","","","","","","","","",""
